,index,p_saleprice,saleprice,subclass,zoning,lotfrontage,lotarea,street,alley,lotshape,landcontour,utilities,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodel,roofstyle,roofmat,exterior1,exterior2,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heating,heatingqc,centralair,electrical,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,garagecond,paveddrive,wooddecksf,openporchsf,enclosedporch,threessnporch,screenporch,poolarea,poolqc,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,qualityindex,totalsqftcalc,pricesqfoot,Neighborhood_Group,pca1,pca2,pca3,fa1,fa2,fa3
239,930,,,20,RL,76.0,11355,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,2001,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,TA,TA,CBlock,TA,TA,No,BLQ,637,Unf,0,675,1312,GasA,Ex,Y,SBrkr,1312,0,0,1312,0,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,1958.0,RFn,2.0,495.0,TA,TA,Y,0,304,144,0,0,0,,MnPrv,Othr,6500,4,2008,WD,Normal,49,1949,,,-47.8338890546648,-1878.9341533303975,-100.68893634524021,-0.028656831433188264,0.4907098064441787,-0.1335149633299375
240,931,,,75,RM,75.0,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Arter,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1521,1254,0,2775,0,0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,1988.0,Unf,2.0,880.0,Gd,TA,Y,105,502,0,0,0,0,,,,0,7,2008,WD,Normal,90,2775,,,2111.954126167907,-2109.4345317110774,650.4781413263113,0.2582721089326529,0.5646156946152484,0.8614041347286876
241,943,,,20,RL,65.0,8125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1959,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Unf,0,461,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1960.0,Unf,1.0,308.0,TA,TA,Y,0,0,0,0,0,0,,,,0,9,2009,WD,Normal,35,1267,,,-3281.900000936268,-1542.423335860498,-671.3926628723734,-0.459664787645615,0.38256219468934094,-0.8896966401095536
242,946,,,60,RL,10000.0,10274,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,7,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,141.0,TA,Gd,CBlock,Gd,TA,No,Rec,331,Unf,0,345,676,GasA,TA,Y,SBrkr,698,702,0,1400,0,0,2,1,3,1,TA,6,Typ,0,,Attchd,1986.0,RFn,2.0,465.0,TA,TA,Y,0,48,0,0,0,0,,,,0,7,2009,WD,Normal,42,1731,,,-56.765766235014375,8102.992817890913,-351.26664458639095,0.08987684577445242,-2.11820407202845,-0.4641359810681821
243,949,,,85,RL,62.0,10441,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,337,Unf,0,575,912,GasA,TA,Y,SBrkr,970,0,0,970,0,1,1,0,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,Y,80,32,0,0,0,0,,MnPrv,Shed,700,7,2006,WD,Normal,25,1307,,,-979.8033960555846,-1796.017893796637,-710.4389015677793,-0.15201899299310417,0.46300813550880343,-0.9409306024906032
244,952,,,50,RM,56.0,10134,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,5,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0,801,801,GasA,Gd,N,SBrkr,801,646,0,1447,0,0,1,0,3,1,TA,6,Typ,0,,,,,0.0,0.0,,,N,80,0,244,0,0,0,,,,0,7,2009,WD,Normal,25,1447,,,-1280.6159952003213,-1768.285920752146,-561.0662002869567,-0.1926110515995245,0.45397695599234,-0.7431061697255253
245,954,,,70,RL,60.0,7200,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,8,1915,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,CBlock,TA,TA,No,Rec,338,Unf,0,325,663,GasA,Ex,Y,SBrkr,774,821,0,1595,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1974.0,Unf,2.0,528.0,TA,TA,Y,49,0,231,0,0,0,,,,0,4,2006,WD,Normal,48,1933,,,-4178.254034225952,-1445.0425392551745,25.363620996126116,-0.5810137362575492,0.35191710827531153,0.032533871203390054
246,955,,,50,RM,10000.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,4,1936,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Gd,TA,No,Unf,0,Unf,0,896,896,GasA,Gd,Y,FuseA,896,448,0,1344,0,0,1,0,3,1,TA,7,Typ,0,,Detchd,1936.0,Unf,1.0,240.0,Fa,TA,Y,200,114,0,0,0,0,,,,0,4,2006,WD,Normal,20,1344,,,-4078.177382658158,8538.462118207637,-600.4039906124942,-0.4469033676730691,-2.2569144241315335,-0.7946916665633502
247,956,,,20,RL,73.0,10921,Pave,,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,TA,TA,CBlock,TA,TA,No,Rec,520,Unf,0,440,960,GasA,TA,Y,FuseF,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,,Attchd,1965.0,Fin,1.0,432.0,TA,TA,P,120,0,0,0,0,0,,,,0,5,2007,WD,Normal,20,1480,,,-495.70004634017295,-1836.4787748553508,-554.4886061326847,-0.08754380945373873,0.4766398489741199,-0.7343194856889826
248,965,,,70,RM,60.0,10800,Pave,Gr,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,718,718,GasA,Ex,Y,SBrkr,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,,Detchd,1996.0,Unf,2.0,704.0,TA,TA,P,0,48,143,0,0,0,,,,0,7,2007,WD,Normal,56,2554,,,-579.906958123885,-1832.7509184471148,522.1486327749512,-0.10130292994262481,0.47565517647036365,0.6909936762740297
249,968,,,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2.0,442.0,TA,TA,Y,114,0,0,0,216,0,,,,0,6,2009,WD,Normal,18,2328,,,-2971.1553819980995,-1563.705807836552,379.276288825591,-0.4203789869767307,0.390537111680756,0.5012770478573498
250,973,,,20,A,80.0,14584,Pave,,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,Fa,Po,Slab,,,,,0,,0,0,0,Wall,Po,N,FuseA,733,0,0,733,0,0,1,0,2,1,Fa,4,Sal,0,,Attchd,1952.0,Unf,2.0,487.0,Fa,Po,N,0,0,0,0,0,0,,,,0,2,2008,WD,Abnorml,5,733,,,3118.309790363316,-2228.581446195668,-1426.8831916055935,0.3973340316850015,0.6009753457043732,-1.8883603518469272
251,978,,,50,RL,60.0,8064,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Arter,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,621,Unf,0,174,795,GasA,Gd,N,SBrkr,765,368,0,1133,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1989.0,Unf,2.0,900.0,TA,TA,Y,0,0,0,0,231,0,,,,0,12,2009,COD,Abnorml,30,1754,,,-3326.0730314464454,-1539.1745709398836,-182.75685171337506,-0.4666942498168425,0.3816722583666658,-0.24282652917956987
252,979,,,85,RL,75.0,9825,Pave,,Reg,Low,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,162.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,936,Unf,0,0,936,GasA,Gd,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,4,Typ,1,Fa,Attchd,1967.0,Unf,1.0,384.0,TA,TA,Y,405,0,0,0,0,0,,,Shed,450,8,2007,WD,Abnorml,25,1872,,,-1570.7263089140963,-1714.529513985457,-125.1417234438005,-0.23209786941896465,0.4383464688452563,-0.16619553095049525
253,980,,,60,RL,64.0,8633,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,193,Unf,0,545,738,GasA,Ex,Y,SBrkr,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,2005.0,Fin,2.0,540.0,TA,TA,Y,100,35,0,0,0,0,,,,0,2,2009,WD,Normal,30,1669,,,-2763.264615048361,-1597.0805290941169,-286.5027898752595,-0.39121924426951965,0.4002255092560839,-0.3801437823636006
254,988,,,20,RL,50.0,5175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Feed,1Fam,1Story,5,8,1958,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,150,ALQ,404,254,808,GasA,Ex,Y,SBrkr,808,0,0,808,0,0,1,0,2,1,TA,5,Typ,0,,Detchd,1963.0,Unf,1.0,308.0,TA,TA,N,143,0,0,0,0,0,,,,0,7,2007,COD,Normal,40,1362,,,-6211.122656462537,-1237.630302314747,-475.1648110756282,-0.8516637653444081,0.28494529009199787,-0.630575259106003
255,989,,,60,RL,44.0,9548,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,483,Unf,0,458,941,GasA,Ex,Y,SBrkr,941,888,0,1829,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2.0,613.0,TA,TA,Y,192,39,0,0,0,0,,,,0,1,2010,WD,Normal,42,2312,,,-1833.9310831826879,-1713.8976878351082,324.82560517481954,-0.2686208940184821,0.43677192889255906,0.4293169492093385
256,991,,,60,RL,67.0,10566,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,261.0,Gd,TA,PConc,Gd,TA,Av,GLQ,920,Unf,0,170,1090,GasA,Ex,Y,SBrkr,1090,1124,0,2214,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1999.0,Fin,3.0,646.0,TA,TA,Y,197,80,0,0,0,0,,,,0,7,2006,WD,Normal,40,3134,,,-791.3786644079338,-1798.524010599904,1111.0974646891796,-0.1307604276568024,0.465686268566973,1.470423116803332
257,996,,,20,RL,10000.0,8750,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,828,Unf,0,174,1002,GasA,TA,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,TA,5,Typ,0,,Detchd,1973.0,Unf,2.0,902.0,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,8,2009,WD,Normal,30,1830,,,-1567.461604824329,8268.322088805051,-200.33723243558086,-0.11230566333949624,-2.1706512220687295,-0.26461585618254724
258,997,,,60,RL,63.0,8577,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,847,847,GasA,Ex,Y,SBrkr,847,886,0,1733,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,433.0,TA,TA,Y,144,48,0,0,0,0,,,,0,4,2010,WD,Normal,35,1733,,,-2816.77915568906,-1591.8001987510438,-220.6108411682299,-0.39852553462056256,0.3985467759692445,-0.2929338806756688
259,999,,,60,RL,85.0,11075,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2.0,576.0,TA,TA,Y,280,0,0,0,0,0,,,,0,6,2008,WD,Normal,30,2888,,,-292.3142544968952,-1836.5547779305293,847.2393428617315,-0.06328535221825965,0.47857647693193056,1.1213095857529436
260,1001,,,20,RL,109.0,9723,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,332.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1008,1008,GasA,TA,Y,SBrkr,1008,0,0,1008,0,0,1,0,2,1,TA,5,Typ,0,,Attchd,1963.0,RFn,2.0,430.0,TA,TA,Y,0,0,0,0,0,0,,,,0,10,2006,WD,Normal,42,1008,,,-1698.5097149735507,-1672.5540335739474,-985.2410789371002,-0.24688503112902266,0.42618129944353794,-1.3048379837937558
261,1003,,,50,RM,50.0,7000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1926,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,374,Unf,0,487,861,GasA,Ex,Y,SBrkr,861,424,0,1285,0,1,1,0,3,1,TA,6,Typ,0,,Detchd,1950.0,Fin,2.0,506.0,TA,TA,Y,96,0,132,0,0,0,,MnPrv,,0,5,2006,WD,Normal,42,1659,,,-4387.589020124259,-1434.2370622271985,-241.3908524939642,-0.6085216636758205,0.34767688688180365,-0.32065299684154336
262,1004,,,30,RL,60.0,10410,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1930,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0,Unf,0,713,713,GasA,Ex,Y,SBrkr,713,0,0,713,0,0,1,0,2,1,Gd,5,Typ,0,,Detchd,1936.0,Unf,1.0,371.0,Fa,Fa,N,0,75,161,0,0,0,,,,0,10,2006,WD,Normal,24,713,,,-1031.5490383453916,-1796.6238404527737,-1303.773152462708,-0.1576616233597583,0.4625665442455446,-1.7262818290762307
263,1008,,,20,RL,80.0,12000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Fa,CBlock,Gd,Fa,No,LwQ,853,Unf,0,535,1388,GasA,Gd,Y,SBrkr,1388,0,0,1388,1,0,2,0,3,1,TA,6,Typ,1,Po,Attchd,1968.0,RFn,2.0,522.0,TA,TA,Y,0,58,0,0,0,0,,,,0,7,2006,COD,Abnorml,30,2241,,,603.6058529947064,-1943.8188055205894,168.9974634374481,0.05784485882494259,0.5118101614961552,0.22364952571687258
264,1009,,,60,RL,66.0,13682,Pave,,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1410,1410,GasA,Ex,Y,SBrkr,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,2006.0,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,,,,0,10,2006,New,Partial,50,2945,,,2297.767710522499,-2137.5088216580343,815.5066428785743,0.2826318045883129,0.5731773666267181,1.0797632676184448
265,1015,,,20,RL,90.0,12878,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418.0,Gd,TA,PConc,Gd,TA,No,ALQ,1262,Unf,0,498,1760,GasA,Ex,Y,SBrkr,1760,0,0,1760,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2003.0,Fin,2.0,583.0,TA,TA,Y,165,190,0,0,0,0,,,,0,6,2009,WD,Normal,35,3022,,,1504.245126192209,-2026.3453029028756,919.7476895377768,0.17666519658541824,0.5392842680116579,1.217616902680517
266,1017,,,75,RL,60.0,19800,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,425,Unf,0,1411,1836,GasA,Gd,Y,SBrkr,1836,1836,0,3672,0,0,3,1,5,1,Gd,7,Typ,2,Gd,Detchd,1993.0,Unf,2.0,836.0,TA,TA,Y,684,80,32,0,0,0,,,,0,12,2006,WD,Normal,48,4097,,,8415.66666218646,-2802.041685588766,1755.9286690380197,1.097953225339421,0.7850008210252912,2.3261574062959816
267,1021,,,80,RL,10000.0,17871,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1,0,1,1,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,RFn,2.0,480.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2009,WD,Normal,30,2252,,,7509.234307548668,7282.209015629835,-91.51296346996752,1.1002462493832827,-1.8569419764892354,-0.11857450430803479
268,1023,,,60,RM,60.0,9780,Pave,Gr,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,7,9,1950,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Ex,CBlock,TA,TA,No,LwQ,354,Rec,398,224,976,GasA,Ex,Y,SBrkr,976,976,0,1952,0,0,1,1,4,1,Gd,8,Typ,2,TA,Detchd,1950.0,Fin,1.0,299.0,TA,TA,Y,285,0,0,0,216,0,,,,0,4,2007,WD,Normal,63,2704,,,-1588.0551937524863,-1721.8168943572537,707.8626706884658,-0.2364126307117806,0.4405376094944538,0.936500922593085
269,1025,,,20,RL,40.0,13673,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,1140,GasA,TA,Y,SBrkr,1696,0,0,1696,0,0,1,1,3,1,TA,8,Min,1,TA,Attchd,1962.0,RFn,1.0,349.0,TA,TA,Y,0,30,0,0,0,0,,,,0,3,2007,WD,Normal,25,1696,,,2242.456494308834,-2166.52274942667,-432.8152380245125,0.2776550150252218,0.5798286773757017,-0.572658920796477
270,1027,,,20,RL,10000.0,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1228,1228,GasA,Gd,Y,SBrkr,1228,0,0,1228,0,0,1,1,3,1,Gd,6,Typ,0,,Attchd,1966.0,Unf,1.0,271.0,TA,TA,Y,0,65,0,0,0,0,,MnPrv,,0,6,2008,WD,Normal,30,1228,,,-1793.1158151353904,8288.628735753295,-794.8955133513649,-0.14115818251297077,-2.1776304569624014,-1.0517334779987038
271,1032,,,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300,LwQ,240,449,989,GasA,TA,Y,SBrkr,1245,764,0,2009,0,0,2,0,4,1,TA,7,Min,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,0,20,0,0,0,0,,MnPrv,,0,1,2008,WD,Normal,35,2549,,,-5111.426350043122,-1347.0119359612395,674.167758508058,-0.7072131577410258,0.3208533823064234,0.8911928690616786
272,1036,,,20,RL,48.0,10635,Pave,,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,Av,BLQ,370,GLQ,972,315,1657,GasA,Ex,Y,SBrkr,1668,0,0,1668,1,0,2,0,3,1,Gd,8,Typ,1,TA,Attchd,2003.0,Fin,2.0,502.0,TA,TA,Y,0,262,0,0,0,0,,,,0,5,2010,WD,Normal,40,3010,,,-729.1998749452779,-1825.2936158411403,985.0073738064481,-0.12240514413444212,0.47300595490828595,1.303509108925323
273,1039,,,20,RL,70.0,9100,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,24,Unf,0,1836,1860,GasA,Ex,Y,SBrkr,1836,0,0,1836,0,0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,484.0,TA,TA,Y,120,33,0,0,0,0,,,,0,10,2006,WD,Normal,35,1860,,,-2291.9792178756056,-1641.0443981644232,-111.68899275217159,-0.32855780473691604,0.4147025240334985,-0.14862824756356452
274,1042,,,20,RL,78.0,10206,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,PosN,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,294.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1614,1614,GasA,Ex,Y,SBrkr,1658,0,0,1658,0,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,726.0,TA,TA,Y,144,44,0,0,0,0,,,,0,9,2009,WD,Normal,40,1658,,,-1199.3100317238777,-1753.5061307388587,-351.4582181039494,-0.18194023956288582,0.45071464765942876,-0.4658112984456367
275,1047,,,20,C,66.0,8712,Grvl,,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044,0,0,1,0,2,1,Fa,4,Typ,0,,Basment,1952.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,,,Shed,54,6,2010,WD,Alloca,25,1044,,,-2706.3673525590184,-1605.7210710459474,-914.5139614486244,-0.3822216595958231,0.402537012382929,-1.2113864589422878
276,1052,,,80,RL,82.0,9020,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624,Rec,336,288,1248,GasA,TA,Y,SBrkr,1350,0,0,1350,1,0,1,1,3,1,TA,6,Typ,0,,Attchd,1964.0,RFn,2.0,520.0,TA,TA,Y,176,0,0,0,0,0,,GdPrv,,0,6,2008,WD,Normal,30,2310,,,-2354.493258956889,-1618.9634716752935,340.0891496381768,-0.33775344664048895,0.4087602774030779,0.4495047659272204
277,1056,,,20,RL,10000.0,7340,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,322,Unf,0,536,858,GasA,TA,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1979.0,Unf,1.0,684.0,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2007,WD,Normal,24,1180,,,-2990.9978982128246,8418.825428861825,-801.527084268506,-0.3011996066346967,-2.2190425618044287,-1.060772625250096
278,1058,,,60,RL,78.0,10140,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,194,Unf,0,638,832,GasA,TA,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,TA,8,Typ,1,TA,Attchd,1976.0,RFn,2.0,528.0,TA,TA,Y,0,28,0,0,259,0,,GdWo,,0,3,2006,WD,Normal,35,1858,,,-1257.9236374715897,-1745.6987961872037,-149.7896422117141,-0.19021256853134194,0.4484084360531822,-0.19878844634026835
279,1068,,,20,RL,65.0,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,488,Unf,0,517,1005,GasA,Ex,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,319.0,TA,TA,Y,0,0,0,0,288,0,,,,0,7,2006,WD,Normal,25,1493,,,-367.94901584509347,-1858.3565240255834,-545.9631740820436,-0.0705889918318416,0.48314875945646757,-0.7229979815730124
