SubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,Fireplaces,GarageYrBlt,GarageCars,GarageArea,YrSold,SalePrice,index
20,79,10240,6,6,1980,1686,1686,0,0,1686,1,1980,2,612,2006,207500,2907
20,70,10552,5,5,1959,1398,1700,0,0,1700,1,1959,2,447,2010,165500,2908
160,21,1890,6,7,1972,494,494,536,0,1030,0,1973,1,264,2006,116000,2909
20,68,8842,5,6,1954,381,992,0,0,992,0,1954,1,319,2010,155891,2910
20,53,3710,7,5,2007,1146,1246,0,0,1246,1,2007,2,428,2008,187687,2913
20,70,9100,5,5,1963,984,984,0,0,984,1,1963,1,384,2008,128000,2915
20,75,9000,6,5,1969,1216,1216,0,0,1216,0,1969,1,336,2009,113000,2916
20,70,8750,7,5,1997,1417,1417,0,0,1417,1,1997,2,511,2009,210000,2917
30,51,6120,5,7,1931,715,875,0,0,875,0,1931,1,180,2009,105000,2918
20,60,7200,5,7,1951,876,876,0,0,876,1,1972,2,576,2008,94000,2920
20,65,10816,9,5,2008,1720,1720,0,0,1720,1,2008,3,846,2009,332000,2922
85,75,11235,5,5,1964,1420,1452,0,0,1452,1,1964,2,572,2007,158450,2926
20,70,9100,5,6,1954,1112,1112,0,0,1112,1,1954,1,390,2009,144800,2927
190,60,10800,6,7,1905,482,1221,691,0,1912,1,2003,2,672,2008,163000,2928
20,65,7800,5,7,1966,864,892,0,0,892,0,1966,1,416,2010,137900,2929
